#	X	Y	Planet	Star System	Type	Massive	Hot	Electric	Frozen	Singularity	Notes	Connections	Constellation
1	41	58	Talos	Talos	Sun	TRUE	TRUE	FALSE	FALSE	FALSE		Pothos	Pasithea
2	41	58	Alpha Talos	Talos	Gas giant	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
3	41	58	Beta Talos	Talos	Gas giant	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
4	41	58	Gamma Talos	Talos	Gas giant	FALSE	FALSE	TRUE	FALSE	FALSE			Pasithea
5	28	82	Pothos	Pothos	Sun	TRUE	TRUE	FALSE	FALSE	FALSE		Talos, Creusa	Pasithea
6	28	82	Alpha Pothos	Pothos	Inferno	FALSE	TRUE	FALSE	FALSE	FALSE			Pasithea
7	28	82	Beta Pothos	Pothos	Alien world	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
8	28	82	Chi Pothos	Pothos	Barren rock	FALSE	FALSE	FALSE	FALSE	FALSE	moon		Pasithea
9	28	82	Phi Pothos	Pothos	Alien world	FALSE	FALSE	FALSE	FALSE	FALSE	moon		Pasithea
10	28	82	Epsilon Pothos	Pothos	Terran planet	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
11	28	82	Madam Una	Pothos	Fortune Teller	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
12	28	82	Eta Pothos	Pothos	Alien world	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
13	42	111	Creusa	Creusa	Sun	TRUE	TRUE	FALSE	FALSE	FALSE		Pothos, Argea	Pasithea
14	42	111	Alpha Creusa	Creusa	Terran planet	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
15	42	111	Creusa campus	Creusa	Heroes Academy	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
16	42	111	Chi Creusa	Creusa	Alien world	FALSE	FALSE	FALSE	FALSE	FALSE	moon		Pasithea
17	42	111	Delta Creusa	Creusa	Gas giant	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
18	42	111	Epsilon Creusa	Creusa	Alien world	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
19	42	111	Tau Creusa	Creusa	Barren rock	FALSE	FALSE	FALSE	FALSE	FALSE	moon		Pasithea
20	42	111	Sigma Creusa	Creusa	Alien world	FALSE	FALSE	TRUE	FALSE	FALSE	moon		Pasithea
21	42	111	Theta Creusa	Creusa	Terran planet	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
22	42	111	Pi Creusa	Creusa	Artificial moon	FALSE	FALSE	FALSE	FALSE	FALSE	moon		Pasithea
23	42	111	Omicron Creusa	Creusa	Alien world	FALSE	FALSE	FALSE	FALSE	FALSE	moon		Pasithea
24	33	137	Argea	Argea	Sun	TRUE	TRUE	FALSE	FALSE	FALSE		Creusa, Telesphorus, Alcinous, Limos, Pyrrhichos	Pasithea
25	33	137	Alpha Argea	Argea	Alien world	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
26	33	137	Argea dealership	Argea	Heroware	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
27	33	137	Gamma Argea	Argea	Alien world	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
28	33	137	Delta Argea	Argea	Terran planet	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
29	33	137	Epsilon Argea	Argea	Terran planet	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
30	33	137	Zeta Argea	Argea	Gas giant	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
31	37	158	Telesphorus	Telesphorus	Sun	TRUE	TRUE	FALSE	FALSE	FALSE		Argea	Pasithea
32	37	158	Alpha Telesphorus	Telesphorus	Alien world	FALSE	FALSE	TRUE	FALSE	FALSE			Pasithea
33	37	158	Beta Telesphorus	Telesphorus	Alien world	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
34	37	158	Chi Telesphorus	Telesphorus	Alien world	FALSE	FALSE	TRUE	FALSE	FALSE	moon		Pasithea
35	44	138	Limos	Limos	Sun	TRUE	TRUE	FALSE	FALSE	FALSE		Argea	Pasithea
36	44	138	Alpha Limos	Limos	Alien world	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
37	44	138	Beta Limos	Limos	Terran planet	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
38	44	138	Madam Mercy	Limos	Fortune Teller	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
39	61	168	Alcinous	Alcinous	Sun	TRUE	TRUE	FALSE	FALSE	FALSE		Argea, Pronax	Pasithea
40	61	168	Alpha Alcinous	Alcinous	Terran planet	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
41	61	168	Beta Alcinous	Alcinous	Alien world	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
42	61	168	Chi Alcinous	Alcinous	Alien world	FALSE	FALSE	FALSE	FALSE	FALSE	moon		Pasithea
43	61	168	Delta Alcinous	Alcinous	Alien world	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
44	61	168	Epsilon Alcinous	Alcinous	Gas giant	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
45	61	168	Tau Alcinous	Alcinous	Artificial moon	FALSE	FALSE	FALSE	FALSE	FALSE	moon		Pasithea
46	61	168	Eta Alcinous	Alcinous	Terran planet	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
47	74	145	Pronax	Pronax	Sun	TRUE	TRUE	FALSE	FALSE	FALSE		Alcinous, Amphithea	Pasithea
48	74	145	Alpha Pronax	Pronax	Alien world	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
49	74	145	Psi Pronax	Pronax	Alien world	FALSE	FALSE	FALSE	FALSE	FALSE	moon		Pasithea
50	74	145	Chi Pronax	Pronax	Alien world	FALSE	FALSE	TRUE	FALSE	FALSE	moon		Pasithea
51	74	145	Phi Pronax	Pronax	Alien world	FALSE	FALSE	FALSE	FALSE	FALSE	moon		Pasithea
52	74	145	Epsilon Pronax	Pronax	Terran planet	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
53	74	145	Tau Pronax	Pronax	Barren rock	FALSE	FALSE	FALSE	FALSE	FALSE	moon		Pasithea
54	74	145	Sigma Pronax	Pronax	Alien world	FALSE	FALSE	TRUE	FALSE	FALSE	moon		Pasithea
55	74	145	Theta Pronax	Pronax	Alien world	FALSE	FALSE	TRUE	FALSE	FALSE			Pasithea
56	74	145	Restaurant #5066	Pronax	Space Burger	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
57	76	158	Amphithea	Amphithea	Sun	TRUE	TRUE	FALSE	FALSE	FALSE		Pronax	Pasithea
58	76	158	Alpha Amphithea	Amphithea	Alien world	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
59	76	158	Beta Amphithea	Amphithea	Gas giant	FALSE	FALSE	FALSE	FALSE	FALSE			Pasithea
60	76	158	Chi Amphithea	Amphithea	Barren rock	FALSE	FALSE	FALSE	FALSE	FALSE	moon		Pasithea
61	70	118	Pyrrhichos	Pyrrhichos	Sun	TRUE	TRUE	FALSE	FALSE	FALSE		Argea	Pasithea
